dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
500732,500,732,1968,.000558,.0093489997,4,0,1,6,4,-6,-3,6453,6,0,0,0,0,0,7,.94367617,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500740,500,740,1968,.000558,.04989,4,0,10,6,0,-6,10,7171,6,0,0,0,0,0,7,.98893911,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500750,500,750,1968,.000558,.051229,4,0,9,6,0,-6,9,3536,6,0,0,0,0,0,7,.98922509,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500770,500,770,1968,.000558,.01163,4,0,4,6,1,-6,3,3499,6,0,0,0,0,0,7,.95421726,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500775,500,775,1968,.000558,.0027650001,4,0,0,6,7,-6,-7,4474,6,0,0,0,0,0,7,.83207947,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500780,500,780,1968,.000558,.00088100001,4,0,7,6,0,-6,7,3292,6,0,0,0,0,0,7,.61223072,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500781,500,781,1968,.000558,6.0000002e-06,4,0,,6,,-6,,2836,3,0,0,0,0,0,4,.9893617,0,,1,0,4,0,0,0,,,,,,,
500790,500,790,1968,.000558,.00066000002,4,0,0,6,9,-6,-9,3971,6,0,0,0,0,0,7,.54187191,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500800,500,800,1968,.000558,.0037140001,4,0,,6,,-6,,4739,6,0,0,0,0,0,7,.86938202,0,,1,0,7,0,0,0,,,,,,,
500811,500,811,1968,.000558,.001075,4,0,0,6,9,-6,-9,5024,6,0,0,0,0,0,7,.6582976,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500812,500,812,1968,.000558,.00087799999,4,0,,6,,-6,,4905,6,0,0,0,0,0,7,.61142063,0,,1,0,7,0,0,0,,,,,,,
500816,500,816,1968,.000558,.0051279999,4,0,0,6,8,-6,-8,5138,6,0,0,0,0,0,7,.90186423,0,-8,1,0,7,0,0,0,.9972464599966172,,,,,,
500817,500,817,1968,.000558,.0072269998,4,0,1,6,4,-6,-3,5139,6,0,0,0,0,0,7,.92832369,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500820,500,820,1968,.000558,.001305,4,0,10,6,0,-6,10,4781,6,0,0,0,0,0,7,.70048308,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500830,500,830,1968,.000558,.00072399998,4,0,2,6,4,-6,-2,4929,3,0,0,0,0,0,4,.56474257,0,-6,1,0,4,0,0,0,.9980678165950512,,,,,,
500840,500,840,1968,.000558,.0035359999,4,0,6,6,1,-6,5,6113,6,0,0,0,0,0,7,.86370295,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500850,500,850,1968,.000558,.013033,4,0,0,6,7,-6,-7,5142,6,0,0,0,0,0,7,.95894343,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500900,500,900,1968,.000558,.0078210002,4,0,10,6,0,-6,10,7719,6,0,0,0,0,0,7,.93340492,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500920,500,920,1968,.000558,.000711,4,0,10,6,0,-6,10,8761,6,0,0,0,0,0,7,.56028366,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
501510,501,510,1968,.00076299999,.00073000003,4,3,0,3,7,0,-7,0,5,0,0,0,0,0,6,.51105154,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501516,501,516,1968,.00076299999,.000176,4,3,0,3,7,0,-7,535,5,0,0,0,0,0,6,.81256658,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501517,501,517,1968,.00076299999,.00017699999,4,3,1,3,6,0,-5,469,5,0,0,0,0,0,6,.81170213,0,-5,1,0,6,0,0,0,.997442420925272,,,,,,
501520,501,520,1968,.00076299999,.000239,4,3,7,3,0,0,7,0,5,0,0,0,0,0,1,.76147705,0,0,1,0,1,0,1,1,.8567008674144745,,,,,,
501530,501,530,1968,.00076299999,.001754,1,3,0,3,9,0,-9,0,5,0,0,0,0,0,6,.69686133,1,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501551,501,551,1968,.00076299999,.000485,4,3,3,3,3,0,0,1138,4,0,0,0,0,0,5,.61137819,0,0,1,0,5,0,0,0,.9977041886732689,,,,,,
501552,501,552,1968,.00076299999,.00059000001,4,3,7,3,3,0,4,1210,3,0,0,0,0,0,4,.563932,0,0,1,0,4,0,0,0,.9980678165950512,,,,,,
501553,501,553,1968,.00076299999,.000252,4,3,0,3,9,0,-9,903,4,0,0,0,0,0,5,.75172412,0,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
501560,501,560,1968,.00076299999,.005663,4,3,7,3,3,0,4,8641,5,0,0,0,0,0,6,.88126361,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501570,501,570,1968,.00076299999,.000058000001,4,3,9,3,0,0,9,2034,2,0,0,0,0,0,3,.92935443,0,0,1,0,3,0,0,0,.9984837400819305,,,,,,
501571,501,571,1968,.00076299999,.000032,4,3,10,3,0,0,10,1774,2,0,0,0,0,0,3,.95974845,0,0,1,0,3,0,0,0,.9984837400819305,,,,,,
501572,501,572,1968,.00076299999,.000023000001,4,3,3,3,3,0,0,1772,0,0,0,0,0,0,1,.97073793,0,0,1,0,1,0,0,0,.9998979006195441,,,,,,
501580,501,580,1968,.00076299999,.000443,4,3,2,3,4,0,-2,1406,5,0,0,0,0,0,6,.63266999,0,-2,1,0,6,0,0,0,.997442420925272,,,,,,
501590,501,590,1968,.00076299999,.000078999998,4,3,9,3,0,0,9,1913,0,0,0,0,0,0,1,.90617579,0,0,1,0,1,0,0,0,.9998979006195441,,,,,,
501600,501,600,1968,.00076299999,.002073,4,3,0,3,9,0,-9,3739,5,0,0,0,0,0,6,.73095912,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501615,501,615,1968,.00076299999,.001786,4,3,0,3,9,0,-9,3409,5,0,0,0,0,0,6,.7006669,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501616,501,616,1968,.00076299999,.00059499999,4,3,0,3,9,0,-9,3140,5,0,0,0,0,0,6,.56185567,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501620,501,620,1968,.00076299999,.00031800001,4,3,0,3,7,0,-7,2823,5,0,0,0,0,0,6,.70582795,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501625,501,625,1968,.00076299999,.001018,4,3,8,3,1,0,7,0,5,0,0,0,0,0,6,.57158899,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501630,501,630,1968,.00076299999,.005351,4,3,0,3,10,0,-10,2724,5,0,0,0,0,0,6,.87520444,0,-10,1,0,6,0,0,0,.997442420925272,,,,,,
501640,501,640,1968,.00076299999,.0082430001,4,3,9,3,0,0,9,2861,5,0,0,0,0,0,6,.91527873,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501645,501,645,1968,.00076299999,.002234,4,3,0,3,7,0,-7,2446,5,0,0,0,0,0,6,.74541211,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501651,501,651,1968,.00076299999,.0071450002,4,3,0,3,7,0,-7,2198,5,0,0,0,0,0,6,.90351546,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501652,501,652,1968,.00076299999,.0014299999,4,3,0,3,7,0,-7,2406,5,0,0,0,0,0,6,.65207475,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501660,501,660,1968,.00076299999,.00044900001,4,3,4,3,2,0,2,2434,5,0,0,0,0,0,6,.62953794,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501663,501,663,1968,.00076299999,.00074599998,4,3,0,3,9,0,-9,2299,5,0,0,0,0,0,6,.50563288,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501666,501,666,1968,.00076299999,.00153,4,3,9,3,0,0,9,2288,5,0,0,0,0,0,6,.66724813,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501670,501,670,1968,.00076299999,.001312,4,3,0,3,10,0,-10,1911,5,0,0,0,0,0,6,.63228917,0,-10,1,0,6,0,0,0,.997442420925272,,,,,,
501678,501,678,1968,.00076299999,.00034200001,4,3,0,3,3,0,-3,1256,5,0,0,0,0,0,6,.6904977,0,-3,1,0,6,0,0,0,.997442420925272,,,,,,
501680,501,680,1968,.00076299999,.000189,4,3,0,3,5,0,-5,1123,1,0,0,0,0,0,2,.80147058,0,-5,1,0,2,0,0,0,.9991033134220149,,,,,,
501690,501,690,1968,.00076299999,.000275,4,3,0,3,9,0,-9,2245,5,0,0,0,0,0,6,.73506743,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501700,501,700,1968,.00076299999,.001402,4,3,0,3,7,0,-7,3245,5,0,0,0,0,0,6,.64757508,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501710,501,710,1968,.00076299999,.108571,4,3,0,3,9,0,-9,5731,5,0,0,0,0,0,6,.99302137,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501712,501,712,1968,.00076299999,.00039999999,4,3,0,3,7,0,-7,5379,5,0,0,0,0,0,6,.65606189,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501713,501,713,1968,.00076299999,.0061670002,4,3,0,3,8,0,-8,5929,5,0,0,0,0,0,6,.88989902,0,-8,1,0,6,0,0,0,.997442420925272,,,,,,
501731,501,731,1968,.00076299999,.0056250002,4,3,0,3,9,0,-9,6223,5,0,0,0,0,0,6,.8805573,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501732,501,732,1968,.00076299999,.0093489997,4,3,1,3,4,0,-3,6289,5,0,0,0,0,0,6,.92454511,0,-3,1,0,6,0,0,0,.997442420925272,,,,,,
501740,501,740,1968,.00076299999,.04989,4,3,10,3,0,0,10,7002,5,0,0,0,0,0,6,.98493671,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501750,501,750,1968,.00076299999,.051229,4,3,9,3,0,0,9,3379,5,0,0,0,0,0,6,.98532468,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501770,501,770,1968,.00076299999,.01163,4,3,4,3,1,0,3,3381,5,0,0,0,0,0,6,.93843299,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501775,501,775,1968,.00076299999,.0027650001,4,3,0,3,7,0,-7,4234,5,0,0,0,0,0,6,.78373015,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501780,501,780,1968,.00076299999,.00088100001,4,3,7,3,0,0,7,3024,5,0,0,0,0,0,6,.53588808,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501781,501,781,1968,.00076299999,6.0000002e-06,4,3,,3,,0,,2559,3,0,0,0,0,0,4,.99219763,0,,1,0,4,0,0,0,,,,,,,
501790,501,790,1968,.00076299999,.00066000002,4,3,0,3,9,0,-9,3792,5,0,0,0,0,0,6,.53619111,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501800,501,800,1968,.00076299999,.0037140001,4,3,,3,,0,,4485,5,0,0,0,0,0,6,.82957339,0,,1,0,6,0,0,0,,,,,,,
501811,501,811,1968,.00076299999,.001075,4,3,0,3,9,0,-9,4761,5,0,0,0,0,0,6,.58487487,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
501812,501,812,1968,.00076299999,.00087799999,4,3,,3,,0,,4666,5,0,0,0,0,0,6,.5350396,0,,1,0,6,0,0,0,,,,,,,
501816,501,816,1968,.00076299999,.0051279999,4,3,0,3,8,0,-8,4909,5,0,0,0,0,0,6,.87048042,0,-8,1,0,6,0,0,0,.997442420925272,,,,,,
501817,501,817,1968,.00076299999,.0072269998,4,3,1,3,4,0,-3,4874,5,0,0,0,0,0,6,.90450561,0,-3,1,0,6,0,0,0,.997442420925272,,,,,,
501820,501,820,1968,.00076299999,.001305,4,3,10,3,0,0,10,4496,5,0,0,0,0,0,6,.63104451,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501830,501,830,1968,.00076299999,.00072399998,4,3,2,3,4,0,-2,4639,3,0,0,0,0,0,4,.51311368,0,-2,1,0,4,0,0,0,.9980678165950512,,,,,,
501840,501,840,1968,.00076299999,.0035359999,4,3,6,3,1,0,5,5858,5,0,0,0,0,0,6,.82251686,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501850,501,850,1968,.00076299999,.013033,4,3,0,3,7,0,-7,4839,5,0,0,0,0,0,6,.9446941,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
501900,501,900,1968,.00076299999,.0078210002,4,3,10,3,0,0,10,7420,5,0,0,0,0,0,6,.91111368,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
501920,501,920,1968,.00076299999,.000711,4,3,10,3,0,0,10,8499,5,0,0,0,0,0,6,.5176391,0,0,1,0,6,0,0,0,.997442420925272,,,,,,
510516,510,516,1968,.00073000003,.000176,3,0,0,7,7,-7,-7,0,6,0,0,0,0,0,7,.80573952,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
510517,510,517,1968,.00073000003,.00017699999,3,0,1,7,6,-7,-5,0,6,0,0,0,0,0,7,.80485117,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
510520,510,520,1968,.00073000003,.000239,3,0,7,7,0,-7,7,743,7,0,0,0,0,0,8,.75335395,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510530,510,530,1968,.00073000003,.001754,3,0,0,7,9,-7,-9,1096,7,0,0,0,0,0,8,.70611918,1,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510551,510,551,1968,.00073000003,.000485,3,0,3,7,3,-7,0,0,4,0,0,0,0,0,5,.60082304,1,-7,1,0,5,0,0,0,.9977041886732689,,,,,,
510552,510,552,1968,.00073000003,.00059000001,4,0,7,7,3,-7,4,944,3,0,0,0,0,0,4,.55303031,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
510553,510,553,1968,.00073000003,.000252,3,0,0,7,9,-7,-9,0,4,0,0,0,0,0,5,.74338084,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
510560,510,560,1968,.00073000003,.005663,4,0,7,7,3,-7,4,8252,7,0,0,0,0,0,8,.88581258,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510570,510,570,1968,.00073000003,.000058000001,4,0,9,7,0,-7,9,1737,2,0,0,0,0,0,3,.92639595,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
510571,510,571,1968,.00073000003,.000032,4,0,10,7,0,-7,10,1521,2,0,0,0,0,0,3,.95800525,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
510572,510,572,1968,.00073000003,.000023000001,4,0,3,7,3,-7,0,1453,0,0,0,0,0,0,1,.96945554,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
510580,510,580,1968,.00073000003,.000443,3,0,2,7,4,-7,-2,991,7,0,0,0,0,0,8,.62233591,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510590,510,590,1968,.00073000003,.000078999998,4,0,9,7,0,-7,9,1532,0,0,0,0,0,0,1,.90234858,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
510600,510,600,1968,.00073000003,.002073,3,0,0,7,9,-7,-9,4131,7,0,0,0,0,0,8,.73956472,1,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510615,510,615,1968,.00073000003,.001786,3,0,0,7,9,-7,-9,3818,6,0,0,0,0,0,7,.70985693,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
510616,510,616,1968,.00073000003,.00059499999,3,0,0,7,9,-7,-9,3555,7,0,0,0,0,0,8,.55094343,1,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510620,510,620,1968,.00073000003,.00031800001,3,0,0,7,7,-7,-7,3238,7,0,0,0,0,0,8,.69656491,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510625,510,625,1968,.00073000003,.001018,3,0,8,7,1,-7,7,1617,7,0,0,0,0,0,8,.58237982,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510630,510,630,1968,.00073000003,.005351,4,0,0,7,10,-7,-10,3042,7,0,0,0,0,0,8,.87995398,0,-10,1,0,8,0,0,0,.9970003914480851,,,,,,
510640,510,640,1968,.00073000003,.0082430001,4,0,9,7,0,-7,9,3258,7,0,0,0,0,0,8,.91864485,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510645,510,645,1968,.00073000003,.002234,4,0,0,7,7,-7,-7,2797,7,0,0,0,0,0,8,.75371122,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510651,510,651,1968,.00073000003,.0071450002,3,0,0,7,7,-7,-7,2604,7,0,0,0,0,0,8,.9073016,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510652,510,652,1968,.00073000003,.0014299999,4,0,0,7,7,-7,-7,2794,7,0,0,0,0,0,8,.66203701,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510660,510,660,1968,.00073000003,.00044900001,4,0,4,7,2,-7,2,2825,7,0,0,0,0,0,8,.61916882,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510663,510,663,1968,.00073000003,.00074599998,4,0,0,7,9,-7,-9,2689,7,0,0,0,0,0,8,.50542003,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510666,510,666,1968,.00073000003,.00153,4,0,9,7,0,-7,9,2681,7,0,0,0,0,0,8,.67699116,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510670,510,670,1968,.00073000003,.001312,4,0,0,7,10,-7,-10,2231,7,0,0,0,0,0,8,.64250731,0,-10,1,0,8,0,0,0,.9970003914480851,,,,,,
510678,510,678,1968,.00073000003,.00034200001,4,0,0,7,3,-7,-3,1569,7,0,0,0,0,0,8,.68097013,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510680,510,680,1968,.00073000003,.000189,4,0,0,7,5,-7,-5,1409,1,0,0,0,0,0,2,.79434168,0,-7,1,0,2,0,0,0,.9991033134220149,,,,,,
510690,510,690,1968,.00073000003,.000275,4,0,0,7,9,-7,-9,2568,7,0,0,0,0,0,8,.72636819,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510700,510,700,1968,.00073000003,.001402,4,0,0,7,7,-7,-7,3462,7,0,0,0,0,0,8,.6575985,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510710,510,710,1968,.00073000003,.108571,4,0,0,7,9,-7,-9,5852,7,0,0,0,0,0,8,.99332118,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510712,510,712,1968,.00073000003,.00039999999,4,0,0,7,7,-7,-7,5565,7,0,0,0,0,0,8,.64601773,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510713,510,713,1968,.00073000003,.0061670002,4,0,0,7,8,-7,-8,5940,7,0,0,0,0,0,8,.89415687,0,-8,1,0,8,0,0,0,.9970003914480851,,,,,,
510731,510,731,1968,.00073000003,.0056250002,4,0,0,7,9,-7,-9,6331,7,0,0,0,0,0,8,.88512981,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510732,510,732,1968,.00073000003,.0093489997,4,0,1,7,4,-7,-3,6386,7,0,0,0,0,0,8,.92757219,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510740,510,740,1968,.00073000003,.04989,4,0,10,7,0,-7,10,7086,7,0,0,0,0,0,8,.98557884,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510750,510,750,1968,.00073000003,.051229,4,0,9,7,0,-7,9,3518,7,0,0,0,0,0,8,.98595047,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510770,510,770,1968,.00073000003,.01163,4,0,4,7,1,-7,3,3574,7,0,0,0,0,0,8,.94093853,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510775,510,775,1968,.00073000003,.0027650001,4,0,0,7,7,-7,-7,4217,7,0,0,0,0,0,8,.79113019,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510780,510,780,1968,.00073000003,.00088100001,4,0,7,7,0,-7,7,2956,7,0,0,0,0,0,8,.54686528,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510781,510,781,1968,.00073000003,6.0000002e-06,4,0,,7,,-7,,2475,3,0,0,0,0,0,4,.99184781,0,,1,0,4,0,0,0,,,,,,,
510790,510,790,1968,.00073000003,.00066000002,4,0,0,7,9,-7,-9,3892,7,0,0,0,0,0,8,.52517986,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510800,510,800,1968,.00073000003,.0037140001,4,0,,7,,-7,,4437,7,0,0,0,0,0,8,.83573359,0,,1,0,8,0,0,0,,,,,,,
510811,510,811,1968,.00073000003,.001075,4,0,0,7,9,-7,-9,4690,7,0,0,0,0,0,8,.59556788,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
510812,510,812,1968,.00073000003,.00087799999,4,0,,7,,-7,,4647,7,0,0,0,0,0,8,.54601991,0,,1,0,8,0,0,0,,,,,,,
510816,510,816,1968,.00073000003,.0051279999,4,0,0,7,8,-7,-8,4908,7,0,0,0,0,0,8,.87538409,0,-8,1,0,8,0,0,0,.9970003914480851,,,,,,
510817,510,817,1968,.00073000003,.0072269998,4,0,1,7,4,-7,-3,4794,7,0,0,0,0,0,8,.90825689,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510820,510,820,1968,.00073000003,.001305,4,0,10,7,0,-7,10,4364,7,0,0,0,0,0,8,.64127761,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510830,510,830,1968,.00073000003,.00072399998,4,0,2,7,4,-7,-2,4491,3,0,0,0,0,0,4,.50206327,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
510840,510,840,1968,.00073000003,.0035359999,4,0,6,7,1,-7,5,5793,7,0,0,0,0,0,8,.82887948,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510850,510,850,1968,.00073000003,.013033,4,0,0,7,7,-7,-7,4636,7,0,0,0,0,0,8,.94695926,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510900,510,900,1968,.00073000003,.0078210002,4,0,10,7,0,-7,10,7051,7,0,0,0,0,0,8,.91462988,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
510920,510,920,1968,.00073000003,.000711,4,0,10,7,0,-7,10,8091,7,0,0,0,0,0,8,.50659263,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
516517,516,517,1968,.000176,.00017699999,3,0,1,7,6,-7,-5,0,6,0,0,0,0,0,4,.50141644,1,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
516520,516,520,1968,.000176,.000239,3,0,7,7,0,-7,7,1169,6,0,0,0,0,0,7,.57590359,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516530,516,530,1968,.000176,.001754,3,0,0,7,9,-7,-9,1073,6,0,0,0,0,0,7,.90880829,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516551,516,551,1968,.000176,.000485,3,0,3,7,3,-7,0,835,4,0,0,0,0,0,5,.73373675,1,-7,1,0,5,0,0,0,.9977041886732689,,,,,,
516552,516,552,1968,.000176,.00059000001,4,0,7,7,3,-7,4,1006,3,0,0,0,0,0,4,.770235,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
516553,516,553,1968,.000176,.000252,3,0,0,7,9,-7,-9,793,4,0,0,0,0,0,5,.58878505,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
516560,516,560,1968,.000176,.005663,4,0,7,7,3,-7,4,8888,6,0,0,0,0,0,7,.96985787,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516570,516,570,1968,.000176,.000058000001,4,0,9,7,0,-7,9,1798,2,0,0,0,0,0,3,.75213677,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
516571,516,571,1968,.000176,.000032,4,0,10,7,0,-7,10,1490,2,0,0,0,0,0,3,.84615386,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
516572,516,572,1968,.000176,.000023000001,4,0,3,7,3,-7,0,1590,0,0,0,0,0,0,1,.88442212,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
516580,516,580,1968,.000176,.000443,3,0,2,7,4,-7,-2,1609,6,0,0,0,0,0,7,.71567041,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516590,516,590,1968,.000176,.000078999998,4,0,9,7,0,-7,9,2223,0,0,0,0,0,0,1,.6901961,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
516600,516,600,1968,.000176,.002073,3,0,0,7,9,-7,-9,3500,6,0,0,0,0,0,7,.92174298,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516615,516,615,1968,.000176,.001786,3,0,0,7,9,-7,-9,3254,6,0,0,0,0,0,7,.91029561,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516616,516,616,1968,.000176,.00059499999,3,0,0,7,9,-7,-9,3042,6,0,0,0,0,0,7,.771725,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516620,516,620,1968,.000176,.00031800001,3,0,0,7,7,-7,-7,2724,6,0,0,0,0,0,7,.64372468,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516625,516,625,1968,.000176,.001018,3,0,8,7,1,-7,7,1331,6,0,0,0,0,0,7,.85259628,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516630,516,630,1968,.000176,.005351,4,0,0,7,10,-7,-10,3055,6,0,0,0,0,0,7,.96815634,0,-10,1,0,7,0,0,0,.9972464599966172,,,,,,
516640,516,640,1968,.000176,.0082430001,4,0,9,7,0,-7,9,3004,6,0,0,0,0,0,7,.97909492,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516645,516,645,1968,.000176,.002234,4,0,0,7,7,-7,-7,2724,6,0,0,0,0,0,7,.92697096,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516651,516,651,1968,.000176,.0071450002,3,0,0,7,7,-7,-7,2316,6,0,0,0,0,0,7,.97595954,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516652,516,652,1968,.000176,.0014299999,4,0,0,7,7,-7,-7,2591,6,0,0,0,0,0,7,.89041096,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516660,516,660,1968,.000176,.00044900001,4,0,4,7,2,-7,2,2608,6,0,0,0,0,0,7,.7184,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516663,516,663,1968,.000176,.00074599998,4,0,0,7,9,-7,-9,2481,6,0,0,0,0,0,7,.80911064,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516666,516,666,1968,.000176,.00153,4,0,9,7,0,-7,9,2461,6,0,0,0,0,0,7,.89683467,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516670,516,670,1968,.000176,.001312,4,0,0,7,10,-7,-10,2261,6,0,0,0,0,0,7,.88172042,0,-10,1,0,7,0,0,0,.9972464599966172,,,,,,
516678,516,678,1968,.000176,.00034200001,4,0,0,7,3,-7,-3,1646,6,0,0,0,0,0,7,.66023165,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
516680,516,680,1968,.000176,.000189,4,0,0,7,5,-7,-5,1550,1,0,0,0,0,0,2,.5178082,0,-7,1,0,2,0,0,0,.9991033134220149,,,,,,
516690,516,690,1968,.000176,.000275,4,0,0,7,9,-7,-9,2580,6,0,0,0,0,0,7,.60975611,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
516700,516,700,1968,.000176,.001402,4,0,0,7,7,-7,-7,3683,6,0,0,0,0,0,7,.88846642,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
